Spectrum	Date	Time	Acetylene (1000) 191C	Benzene  191c	C4F6 150C	CF4 Low 150C	CH4 (250) 191C (1of2)	CO (500) 191C (1of2)	CO2 ppm 191c	Desflurane 150c	Ethane (500) 191C	Ethylene (100,3000) 191C	H2O% (40) 191C	HCl ppm (100) 191C	HEXAFLUOROETHANE 150C	HEXAFLUOROPROPYLENE 150C	HF ppm (10) 191C	Isoflurane 150c	N2O (100,200,300) 191C	NO (350,3000) 191C	Propane (100) 191C	TRIFLUOROMETHANE 150C	Temp (C)	Pressure (Atm)	NO2 wet	CO wet	CH4 wet	NH3 wet	NOx wet	CO dry	CO2% dry	NO dry	NO2 dry	NOx dry	HC (C3)	Igram DC	Igram PP	phase Angle	laser PP	laser DC	Bad Scan counter	Centerburst Location	Linearizer Check	SNR 2500	sBeam @ 2500	
2020 HEATING NEW PTFE LINE_0041.LAB	11/19/2020	14:17:30.268	0.006755	-1.076214	0.016649	0.019405	2.363361	0.196194	453.847585	-0.000911	1.106771	0.133594	0.533849	-0.014686	0.036816	-0.002477	0.164858	0.004079	0.432081	-0.231143	-0.008922	0.002674	192.063492	1.006800	-1.076214	-0.014682	0.432081	2.363361	-1.069459	-0.014682	0.533844	0.006755	-1.076205	-1.069449	0.208305	2.908740	6.366534	83.273483	8.753794	-5.509890	0.000000	1133.043823	0.000177	1022.624207	0.859898
2020 HEATING NEW PTFE LINE_0042.LAB	11/19/2020	14:17:34.081	0.301479	-1.277606	0.051967	0.016303	2.109670	0.189275	458.321061	-0.001041	0.872859	-0.071085	0.531624	0.114229	0.038437	-0.007813	0.110849	0.007714	0.297626	-0.048907	0.348370	0.003647	192.063492	1.006961	-1.277606	0.114254	0.297626	2.109670	-0.976127	0.114252	0.531618	0.301475	-1.277592	-0.976117	0.338758	2.908083	6.365853	83.912819	8.753794	-5.509890	0.000000	1133.044800	0.000387	1293.662964	0.859340
2020 HEATING NEW PTFE LINE_0043.LAB	11/19/2020	14:17:37.964	0.165071	-2.021660	0.008975	0.014435	2.094833	0.681075	458.222370	0.005414	0.565348	0.011966	0.538182	0.141859	0.038305	0.031081	0.176640	0.003927	0.397652	0.035098	-0.093991	0.003196	192.063492	1.007470	-2.021660	0.141880	0.397652	2.094833	-1.856589	0.141888	0.538211	0.165079	-2.021769	-1.856690	0.196394	2.906652	6.365201	84.831863	8.753794	-5.512088	0.000000	1133.045166	0.000315	1217.968750	0.860063
2020 HEATING NEW PTFE LINE_0044.LAB	11/19/2020	14:17:42.228	0.081535	-0.682795	-0.022442	0.015484	2.248820	0.413693	456.677575	-0.015611	0.869067	-0.003897	0.545423	0.241350	0.038099	-0.004215	0.182162	-0.002924	0.455509	-0.383738	-0.036528	0.006604	192.012619	1.007202	-0.682795	0.241367	0.455509	2.248820	-0.601260	0.241329	0.545338	0.081522	-0.682688	-0.601166	0.214198	2.903286	6.364704	83.393364	8.774566	-5.512088	0.000000	1133.045776	0.000618	1315.709106	0.859634
2020 HEATING NEW PTFE LINE_0045.LAB	11/19/2020	14:17:45.900	-0.031275	-0.501342	0.016910	0.016414	2.190904	-0.036977	456.069503	-0.009659	0.778257	0.065731	0.544484	0.169892	0.045063	0.006578	0.157467	0.019201	0.330404	-0.278244	0.165103	0.004251	192.038055	1.007041	-0.501342	0.191676	0.330404	2.190904	-0.532617	0.191657	0.544431	-0.031272	-0.501294	-0.532565	0.257656	2.901267	6.364754	84.911781	8.774566	-5.505495	0.000000	1133.045532	0.000164	924.737549	0.858611
2020 HEATING NEW PTFE LINE_0046.LAB	11/19/2020	14:17:49.740	0.040929	-1.408467	0.087197	0.015828	2.151622	0.518238	456.290733	-0.016862	1.045377	-0.063896	0.541779	0.037286	0.042284	0.040483	0.196316	-0.007173	0.325388	-0.181198	-0.165196	0.007442	192.088928	1.006720	-1.408467	0.038556	0.325388	2.151622	-1.367538	0.038549	0.541688	0.040922	-1.408230	-1.367307	0.172007	2.899797	6.364655	83.952782	8.726097	-5.505495	0.000000	1133.045044	0.000340	838.968811	0.858634
2020 HEATING NEW PTFE LINE_0047.LAB	11/19/2020	14:17:53.704	0.484382	-0.088786	0.023046	0.019161	2.231237	0.367801	454.688536	-0.035387	0.492232	0.101916	0.540659	0.104267	0.029900	-0.004421	0.162713	0.021944	0.258047	-0.088591	-0.079673	-0.001361	192.063492	1.006639	-0.088786	0.104267	0.258047	2.231237	0.395596	0.104230	0.540468	0.484210	-0.088755	0.395456	0.128723	2.902077	6.365161	83.752983	8.726097	-5.496703	0.000000	1133.046265	0.000252	900.183899	0.859192
2020 HEATING NEW PTFE LINE_0048.LAB	11/19/2020	14:17:57.584	0.045521	-0.111720	-0.147890	0.016733	2.162593	0.488762	456.853371	0.004054	0.279979	0.071539	0.530204	0.100888	0.039449	0.011289	0.195421	-0.002957	0.185380	-0.201523	-0.153394	0.007218	192.063492	1.007255	-0.111720	0.100957	0.185380	2.162593	-0.066199	0.100962	0.530226	0.045523	-0.111725	-0.066202	0.106956	2.906046	6.365788	83.353401	8.726097	-5.496703	0.000000	1133.046753	0.000248	1114.820801	0.859097
2020 HEATING NEW PTFE LINE_0049.LAB	11/19/2020	14:18:01.508	0.352902	0.115168	-0.073183	0.017392	2.097529	0.202025	455.230361	0.006349	0.366350	-0.077128	0.555325	0.071960	0.045992	0.003613	0.048935	0.012764	0.253821	-0.248939	0.004543	0.011303	192.063492	1.007121	0.115168	0.128228	0.253821	2.097529	0.468070	0.128236	0.555360	0.352925	0.115175	0.468100	0.117501	2.907199	6.365882	83.353401	8.726097	-5.501099	0.000000	1133.046265	0.000228	1168.092529	0.859397
2020 HEATING NEW PTFE LINE_0050.LAB	11/19/2020	14:18:05.438	0.358540	-0.980884	-0.008060	0.016177	2.191875	0.075295	454.066738	-0.010006	0.908722	-0.025955	0.540325	0.282540	0.036068	-0.026222	0.093194	-0.003667	0.354565	-0.239120	-0.516356	0.007185	192.114365	1.006881	-0.980884	0.282543	0.354565	2.191875	-0.622345	0.282514	0.540271	0.358504	-0.980786	-0.622282	0.121703	2.906222	6.365507	83.952782	8.726097	-5.501099	0.000000	1133.046509	0.000130	1109.327759	0.859369
2020 HEATING NEW PTFE LINE_0051.LAB	11/19/2020	14:18:09.531	0.324863	0.255119	-0.044910	0.016685	2.277678	0.352513	456.309704	-0.009788	0.536495	0.087395	0.539637	0.116224	0.033626	0.007155	0.130693	0.002623	0.377925	-0.303417	-0.168459	0.001952	192.139801	1.006961	0.255119	0.116224	0.377925	2.277678	0.579983	0.116213	0.539585	0.324831	0.255094	0.579926	0.148529	2.902939	6.365032	84.751945	8.767642	-5.507692	0.000000	1133.047119	0.000193	783.179504	0.859930
2020 HEATING NEW PTFE LINE_0052.LAB	11/19/2020	14:18:13.654	0.015812	-0.505400	-0.040347	0.014850	2.275602	0.531138	455.363439	-0.008521	0.654258	0.116489	0.541663	0.002039	0.041592	0.036777	0.163712	0.001790	0.248996	-0.194254	-0.133636	0.008889	192.063492	1.006559	-0.505400	0.002664	0.248996	2.275602	-0.489588	0.002664	0.541617	0.015811	-0.505357	-0.489546	0.135502	2.899817	6.364631	83.433319	8.736484	-5.507692	0.000000	1133.046143	0.000419	1090.890625	0.859071
2020 HEATING NEW PTFE LINE_0053.LAB	11/19/2020	14:18:17.290	-0.247977	-1.205886	-0.104636	0.014868	2.306620	0.499497	456.575574	0.008420	0.827908	-0.097489	0.551233	0.124206	0.032855	-0.039963	0.060182	0.004305	0.305087	-0.411061	-0.315784	-0.000296	191.987183	1.007041	-1.205886	0.124206	0.305087	2.306620	-1.453863	0.124217	0.551279	-0.247998	-1.205987	-1.453985	0.075607	2.897915	6.363987	83.912819	8.736484	-5.507692	0.000000	1133.047241	0.000214	871.745605	0.858105
2020 HEATING NEW PTFE LINE_0054.LAB	11/19/2020	14:18:21.129	0.002288	0.360869	-0.022101	0.018144	2.130280	0.820856	458.296356	0.021930	0.904223	-0.005728	0.537885	0.110391	0.028842	0.026311	0.171689	-0.004934	0.280605	-0.082369	-0.174532	0.001041	192.029572	1.006827	0.360869	0.110391	0.280605	2.130280	0.363158	0.110415	0.538002	0.002289	0.360948	0.363237	0.135055	2.898450	6.364377	83.792946	8.736484	-5.507692	0.000000	1133.048584	0.000385	1048.035034	0.858555
2020 HEATING NEW PTFE LINE_0055.LAB	11/19/2020	14:18:25.053	0.415875	-0.220776	-0.033417	0.018002	2.201228	0.470347	459.476355	-0.008364	0.491675	0.005560	0.537025	-0.037241	0.028795	-0.018221	0.100566	0.002264	0.265503	-0.437368	-0.388181	0.001277	192.038055	1.007282	-0.220776	-0.037241	0.265503	2.201228	0.195100	-0.037237	0.536980	0.415841	-0.220757	0.195083	0.086032	2.902570	6.364958	83.673073	8.767642	-5.507692	0.000000	1133.046997	0.000400	973.653259	0.858202
2020 HEATING NEW PTFE LINE_0056.LAB	11/19/2020	14:18:29.349	0.018302	-2.225105	-0.080951	0.016855	2.256837	0.287448	459.965839	-0.030852	0.732528	0.065235	0.537789	0.023181	0.036185	0.012060	0.054588	0.012394	0.285033	-0.018307	-0.509819	0.007947	192.038055	1.007121	-2.225105	0.023183	0.285033	2.256837	-2.206803	0.023176	0.537623	0.018297	-2.224419	-2.206122	0.107013	2.906614	6.365473	83.433319	8.767642	-5.501099	0.000000	1133.048096	0.000383	1094.955688	0.858504
2020 HEATING NEW PTFE LINE_0057.LAB	11/19/2020	14:18:32.996	0.008913	-0.805130	0.021882	0.015687	2.168475	0.243159	458.234702	-0.008296	1.011873	-0.025374	0.549324	0.009910	0.027912	-0.046176	0.133387	0.011077	0.374260	-0.150978	-0.075864	0.000196	192.063492	1.006639	-0.805130	0.009910	0.374260	2.168475	-0.796218	0.009909	0.549279	0.008912	-0.805064	-0.796152	0.140615	2.907782	6.365778	84.592117	8.739945	-5.501099	0.000000	1133.049561	0.000399	802.614685	0.860773
2020 HEATING NEW PTFE LINE_0058.LAB	11/19/2020	14:18:36.825	-0.240834	-0.913508	-0.031849	0.017464	2.131272	0.855946	460.376931	0.003913	0.986914	0.047013	0.544188	0.128585	0.024204	-0.003691	0.125066	-0.004996	0.378059	-0.020994	-0.208310	0.002670	191.995651	1.006720	-0.913508	0.128585	0.378059	2.131272	-1.154342	0.128590	0.544210	-0.240843	-0.913544	-1.154388	0.136835	2.907520	6.365430	84.632072	8.739945	-5.501099	0.000000	1133.047974	0.000136	945.308472	0.859436
2020 HEATING NEW PTFE LINE_0059.LAB	11/19/2020	14:18:40.754	0.476676	-1.417071	-0.036745	0.016011	2.000954	0.673804	458.527702	-0.011910	1.026223	0.057651	0.536497	0.005741	0.028364	-0.020004	0.127388	-0.003290	0.337085	-0.198905	0.011529	0.000170	192.012619	1.006881	-1.417071	0.005741	0.337085	2.000954	-0.940395	0.005741	0.536433	0.476619	-1.416903	-0.940283	0.155053	2.904843	6.364863	83.433319	8.788414	-5.501099	0.000000	1133.048340	0.000069	843.462952	0.858880
2020 HEATING NEW PTFE LINE_0060.LAB	11/19/2020	14:18:44.674	0.326221	-2.790868	-0.085349	0.015221	2.018705	0.380044	460.215028	-0.013287	0.755974	-0.067130	0.540369	-0.016783	0.039219	0.022027	0.172863	-0.003023	0.375841	-0.222617	0.263788	0.004659	192.038055	1.006720	-2.790868	-0.016728	0.375841	2.018705	-2.464648	-0.016726	0.540297	0.326177	-2.790498	-2.464320	0.343265	2.901720	6.364011	83.313446	8.788414	-5.501099	0.000000	1133.050537	0.000339	1095.285645	0.858427
2020 HEATING NEW PTFE LINE_0061.LAB	11/19/2020	14:18:48.603	-0.125423	0.364794	0.030181	0.013682	2.152362	0.243616	459.871869	-0.032219	0.635527	-0.010261	0.541958	0.195342	0.030132	-0.013917	0.085992	0.008350	0.234823	-0.146062	-0.182784	0.007945	191.961746	1.007202	0.364794	0.195342	0.234823	2.152362	0.239371	0.195279	0.541783	-0.125383	0.364677	0.239294	0.074231	2.897966	6.362778	83.952782	8.788414	-5.507692	0.000000	1133.049072	0.000346	1151.739502	0.859346
2020 HEATING NEW PTFE LINE_0062.LAB	11/19/2020	14:18:52.621	-0.289756	1.304801	-0.012920	0.013426	2.360791	0.311566	461.222342	-0.037290	0.787599	0.032928	0.536672	0.157851	0.029109	-0.024199	0.088013	0.013803	0.255281	-0.134745	-0.210451	0.000566	191.987183	1.007121	1.304801	0.157851	0.255281	2.360791	1.015045	0.157792	0.536472	-0.289648	1.304314	1.014666	0.075334	2.894725	6.362048	84.632072	8.767642	-5.507692	0.000000	1133.049316	0.000110	1154.650146	0.859110
2020 HEATING NEW PTFE LINE_0063.LAB	11/19/2020	14:18:56.445	-0.262798	-0.440845	0.015658	0.014592	2.194136	0.719733	460.536427	0.003139	0.665339	0.023027	0.542051	0.119317	0.033798	-0.005339	0.082449	-0.010076	0.314082	-0.142381	-0.212786	0.008252	192.029572	1.007041	-0.440845	0.119317	0.314082	2.194136	-0.703643	0.119321	0.542068	-0.262806	-0.440859	-0.703665	0.098846	2.895487	6.362404	83.912819	8.767642	-5.520879	0.000000	1133.049561	0.000220	1190.988037	0.857730
2020 HEATING NEW PTFE LINE_0064.LAB	11/19/2020	14:19:00.710	0.302470	-0.302037	-0.022752	0.020748	2.256932	0.599486	458.418900	0.027295	0.586919	0.078772	0.546956	0.157304	0.032311	0.000857	0.133635	-0.011270	0.244873	-0.393862	-0.282362	0.005736	192.088928	1.006881	-0.302037	0.157304	0.244873	2.256932	0.000433	0.157347	0.547106	0.302552	-0.302120	0.000433	0.091923	2.900172	6.363954	83.433319	8.746869	-5.520879	0.000000	1133.048706	0.000127	1259.156616	0.858950
2020 HEATING NEW PTFE LINE_0065.LAB	11/19/2020	14:19:04.372	0.244399	-0.280314	-0.047221	0.016193	2.255690	0.482825	458.077097	-0.004760	0.659965	0.033748	0.533626	0.128125	0.031322	-0.024783	0.124849	0.001262	0.201310	-0.363293	0.135389	0.008453	192.012619	1.006720	-0.280314	0.128125	0.201310	2.255690	-0.035915	0.128119	0.533600	0.244388	-0.280301	-0.035913	0.163055	2.904386	6.364770	84.552155	8.746869	-5.525275	0.000000	1133.050903	0.000331	885.933472	0.858705
2020 HEATING NEW PTFE LINE_0066.LAB	11/19/2020	14:19:08.219	0.158208	-0.790784	-0.049505	0.015728	2.118527	0.580410	462.559185	-0.012432	0.875858	0.005058	0.542031	0.155987	0.035749	-0.003754	0.081249	-0.011306	0.296142	-0.284764	-0.514620	0.005745	192.012619	1.007282	-0.790784	0.155989	0.296142	2.118527	-0.632575	0.155969	0.541964	0.158189	-0.790685	-0.632497	0.103294	2.907458	6.365125	84.592117	8.791876	-5.525275	0.000000	1133.049927	0.000311	1060.771729	0.859361
2020 HEATING NEW PTFE LINE_0067.LAB	11/19/2020	14:19:12.183	0.137792	1.140989	-0.020950	0.016985	2.049504	0.814734	462.820638	-0.026957	0.766107	0.061808	0.544006	-0.080110	0.039673	0.005047	0.151829	0.008854	0.383266	-0.421297	-0.493580	0.006646	192.038055	1.006800	1.140989	-0.080022	0.383266	2.049504	1.278781	-0.080001	0.543859	0.137755	1.140681	1.278436	0.169354	2.907555	6.364933	84.672035	8.791876	-5.525275	0.000000	1133.050049	0.000396	1210.571533	0.859468
2020 HEATING NEW PTFE LINE_0068.LAB	11/19/2020	14:19:16.071	0.060076	-0.110181	0.010150	0.016160	2.107577	0.670249	459.150551	-0.019373	0.540559	0.014670	0.541961	-0.010139	0.025830	-0.011736	0.229652	-0.001584	0.216982	-0.518811	-0.223368	0.000497	192.029572	1.007470	-0.110181	-0.010139	0.216982	2.107577	-0.050105	-0.010137	0.541856	0.060064	-0.110159	-0.050095	0.115584	2.906236	6.364727	83.353401	8.778028	-5.518682	0.000000	1133.052734	0.000332	1026.524780	0.859939
2020 HEATING NEW PTFE LINE_0069.LAB	11/19/2020	14:19:20.329	0.044069	-1.087080	0.010721	0.018204	2.282867	0.668573	458.306556	-0.027139	1.169266	-0.087429	0.546194	0.132760	0.029606	-0.011066	0.186939	0.000390	0.231307	-0.222846	-0.115462	0.005206	192.063492	1.006881	-1.087080	0.132760	0.231307	2.282867	-1.043010	0.132723	0.546045	0.044057	-1.086785	-1.042727	0.114661	2.902601	6.364367	83.313446	8.778028	-5.520879	0.000000	1133.051514	0.000155	877.359802	0.858909
2020 HEATING NEW PTFE LINE_0070.LAB	11/19/2020	14:19:23.991	-0.030543	0.568207	0.013508	0.015727	2.186724	0.346563	456.165343	-0.001465	0.453296	-0.013075	0.536120	0.176665	0.044653	-0.010364	0.157613	-0.007661	0.207075	-0.319664	-0.021074	0.012146	192.012619	1.006881	0.568207	0.190986	0.207075	2.186724	0.537664	0.190983	0.536112	-0.030542	0.568199	0.537656	0.115859	2.899940	6.363883	83.952782	8.778028	-5.520879	0.000000	1133.050049	0.000275	844.316345	0.858393
2020 HEATING NEW PTFE LINE_0071.LAB	11/19/2020	14:19:27.844	0.019980	-2.457768	0.002399	0.019510	2.129372	0.821629	455.582341	-0.009263	0.804103	-0.003157	0.531592	0.096642	0.030556	-0.002640	0.164783	0.005615	0.363453	-0.369733	0.035160	0.005001	192.063492	1.006559	-2.457768	0.096642	0.363453	2.129372	-2.437787	0.096634	0.531543	0.019978	-2.457540	-2.437561	0.200137	2.901588	6.364346	84.791908	8.781490	-5.520879	0.000000	1133.052002	0.000030	1141.088867	0.858814
2020 HEATING NEW PTFE LINE_0072.LAB	11/19/2020	14:19:31.804	0.350042	-0.323625	-0.022565	0.017311	2.088054	0.447588	455.450723	-0.020427	0.352177	0.092571	0.535637	0.039538	0.029044	-0.031030	0.252512	0.021139	0.463938	-0.028315	-0.278061	-0.000853	192.012619	1.006961	-0.323625	0.039538	0.463938	2.088054	0.026417	0.039529	0.535528	0.349970	-0.323559	0.026411	0.214834	2.906479	6.365477	84.632072	8.781490	-5.527472	0.000000	1133.051880	0.000381	1130.270264	0.859080
2020 HEATING NEW PTFE LINE_0073.LAB	11/19/2020	14:19:36.060	-0.065116	-0.499298	-0.009459	0.016372	2.396270	0.448401	454.860334	-0.006749	0.769792	-0.040197	0.538554	0.121210	0.028915	-0.067354	0.128779	0.004260	0.252090	-0.527728	-0.278275	0.010930	192.063492	1.007282	-0.499298	0.121210	0.252090	2.396270	-0.564415	0.121202	0.538518	-0.065112	-0.499265	-0.564376	0.072673	2.910014	6.366134	83.433319	8.802262	-5.527472	0.000000	1133.051147	0.000287	1301.524292	0.859891
2020 HEATING NEW PTFE LINE_0074.LAB	11/19/2020	14:19:39.948	0.043261	0.064195	-0.007439	0.017283	2.212141	0.537760	454.725645	0.000758	0.691858	0.108325	0.544542	0.117163	0.030323	0.013544	0.136158	-0.019469	0.319467	-0.138259	-0.368537	0.014892	191.995651	1.006506	0.064195	0.117163	0.319467	2.212141	0.107456	0.117164	0.544546	0.043262	0.064195	0.107457	0.131186	2.910091	6.365724	83.433319	8.802262	-5.531868	0.000000	1133.051392	0.000272	899.687439	0.858935
2020 HEATING NEW PTFE LINE_0075.LAB	11/19/2020	14:19:43.623	-0.018191	-0.592106	0.003603	0.018002	2.085323	0.210715	456.914648	0.002409	0.602185	0.099738	0.545552	0.044588	0.028323	-0.007044	0.114688	-0.009653	0.359894	-0.313359	-0.359380	0.003783	192.063492	1.007041	-0.592106	0.044588	0.359894	2.085323	-0.610297	0.044589	0.545565	-0.018191	-0.592120	-0.610311	0.126150	2.907566	6.365332	83.433319	8.791876	-5.531868	0.000000	1133.052856	0.000508	906.871826	0.858971
2020 HEATING NEW PTFE LINE_0076.LAB	11/19/2020	14:19:47.460	0.003680	-0.355923	-0.060292	0.019034	2.158276	0.500475	454.716244	-0.038184	0.577514	0.037932	0.547659	0.036995	0.029714	-0.011615	0.153652	-0.000275	0.253242	-0.393906	-0.418413	-0.001230	192.165237	1.007202	-0.355923	0.036995	0.253242	2.158276	-0.352243	0.036981	0.547450	0.003679	-0.355787	-0.352108	0.103508	2.904190	6.364546	84.072655	8.791876	-5.525275	0.000000	1133.051392	0.000372	1169.788696	0.858498
2020 HEATING NEW PTFE LINE_0077.LAB	11/19/2020	14:19:51.428	-0.011938	-0.805386	-0.061732	0.018904	2.211909	0.703631	456.576368	-0.047525	0.866048	0.063964	0.541444	0.018115	0.029584	0.022104	0.118663	0.007423	0.446676	-0.429730	-0.378998	0.001676	192.114365	1.006479	-0.805386	0.018115	0.446676	2.211909	-0.817324	0.018106	0.541187	-0.011932	-0.805003	-0.816936	0.179306	2.901072	6.363740	84.112610	8.812649	-5.525275	0.000000	1133.052246	0.000158	1342.992554	0.858152
2020 HEATING NEW PTFE LINE_0078.LAB	11/19/2020	14:19:55.349	0.226060	-2.197467	-0.054683	0.016219	2.124119	0.600058	455.788155	0.014366	0.449513	0.068322	0.548385	0.198720	0.027664	-0.019031	0.175612	-0.009360	0.273570	-0.241220	0.058526	0.001584	192.038055	1.006881	-2.197467	0.198720	0.273570	2.124119	-1.971407	0.198748	0.548464	0.226093	-2.197783	-1.971690	0.167609	2.900697	6.363639	84.272446	8.812649	-5.518682	0.000000	1133.053101	0.000133	1379.946533	0.858369
2020 HEATING NEW PTFE LINE_0079.LAB	11/19/2020	14:19:59.232	0.201132	-0.849310	0.019515	0.017131	2.167634	0.842507	458.395506	-0.011213	0.822030	0.112955	0.539412	0.162159	0.031497	-0.049931	0.153522	0.008104	0.289619	-0.567157	0.043094	0.004751	192.029572	1.006613	-0.849310	0.162159	0.289619	2.167634	-0.648178	0.162141	0.539352	0.201109	-0.849214	-0.648105	0.153054	2.903254	6.364162	84.392319	8.812649	-5.518682	0.000000	1133.053589	0.000286	1015.026489	0.858610
2020 HEATING NEW PTFE LINE_0080.LAB	11/19/2020	14:20:03.219	-0.076711	-0.069332	-0.038239	0.019590	2.238622	0.669225	461.091630	-0.030310	0.413314	-0.008728	0.543945	0.127015	0.034461	-0.012088	0.103489	-0.017241	0.184794	-0.272096	-0.010095	0.002004	192.012619	1.006720	-0.069332	0.127016	0.184794	2.238622	-0.146044	0.126977	0.543780	-0.076688	-0.069311	-0.145999	0.083669	2.907127	6.364966	84.791908	8.767642	-5.512088	0.000000	1133.052979	0.000159	961.880371	0.857785
2020 HEATING NEW PTFE LINE_0081.LAB	11/19/2020	14:20:07.419	0.237300	-1.088592	-0.034884	0.017379	2.225597	0.241785	459.176017	-0.000345	0.584793	0.057053	0.544408	0.027778	0.036367	-0.002930	0.070583	-0.001501	0.219514	-0.272756	0.036767	0.007351	192.063492	1.006318	-1.088592	0.027781	0.219514	2.225597	-0.851292	0.027781	0.544406	0.237299	-1.088588	-0.851289	0.113661	2.909376	6.365500	83.433319	8.750332	-5.512088	0.000000	1133.053833	0.000482	1168.705811	0.859133
2020 HEATING NEW PTFE LINE_0082.LAB	11/19/2020	14:20:11.082	0.041967	-0.984722	-0.074236	0.019845	2.261021	0.349907	458.945208	-0.023311	0.726593	-0.071669	0.556995	0.205332	0.038799	0.029807	0.140995	-0.004761	0.254432	-0.142107	-0.242070	0.005021	192.038055	1.006800	-0.984722	0.205368	0.254432	2.261021	-0.942755	0.205320	0.556865	0.041958	-0.984493	-0.942535	0.114453	2.909354	6.365242	83.273483	8.750332	-5.512088	0.000000	1133.054810	0.000185	1240.936401	0.858903
2020 HEATING NEW PTFE LINE_0083.LAB	11/19/2020	14:20:15.106	0.471423	0.810969	0.005327	0.018617	2.253142	0.604691	460.341984	-0.024444	0.279382	0.020785	0.547124	0.055664	0.034267	0.013066	0.211856	0.011090	0.096544	-0.228938	-0.363799	0.008137	192.038055	1.006559	0.810969	0.055664	0.096544	2.253142	1.282392	0.055650	0.546990	0.471308	0.810770	1.282079	0.085683	2.907176	6.364540	83.952782	8.750332	-5.512088	0.000000	1133.055176	0.000190	989.787231	0.858427
2020 HEATING NEW PTFE LINE_0084.LAB	11/19/2020	14:20:18.853	0.293667	-1.092608	-0.082361	0.018045	2.209584	0.674189	457.503008	-0.012814	0.967296	0.062435	0.538279	0.125503	0.031928	-0.013703	0.205135	-0.002060	0.475381	-0.541339	-0.087019	-0.000622	192.063492	1.007255	-1.092608	0.125503	0.475381	2.209584	-0.798942	0.125486	0.538210	0.293629	-1.092468	-0.798839	0.212277	2.903620	6.363640	84.112610	8.726097	-5.512088	0.000000	1133.054810	0.000315	1001.854858	0.858880
2020 HEATING NEW PTFE LINE_0085.LAB	11/19/2020	14:20:22.777	-0.200262	1.152618	-0.009974	0.016841	2.192530	0.591350	458.880225	-0.013628	0.816917	0.069958	0.546249	-0.037739	0.043084	0.012375	0.163178	-0.018272	0.235756	-0.213475	-0.259152	0.007043	192.114365	1.006800	1.152618	-0.034861	0.235756	2.192530	0.952356	-0.034856	0.546175	-0.200234	1.152461	0.952226	0.103638	2.901022	6.362724	84.312408	8.726097	-5.509890	0.000000	1133.055786	0.000258	1019.931335	0.857748
2020 HEATING NEW PTFE LINE_0086.LAB	11/19/2020	14:20:26.900	-0.051046	0.420388	-0.046962	0.014214	2.211546	0.610302	458.822076	-0.034810	0.662985	0.001693	0.543642	0.235182	0.024538	-0.021027	0.117193	-0.001737	0.312567	-0.145459	-0.167934	0.008034	192.114365	1.007041	0.420388	0.235182	0.312567	2.211546	0.369342	0.235100	0.543453	-0.051028	0.420241	0.369213	0.107989	2.898155	6.362796	84.831863	8.733022	-5.509890	0.000000	1133.057007	0.000370	694.811279	0.857420
2020 HEATING NEW PTFE LINE_0087.LAB	11/19/2020	14:20:30.675	-0.018117	-1.101187	0.004584	0.017418	2.132134	0.165140	456.740109	-0.044271	0.770675	-0.013791	0.542015	0.212817	0.030903	-0.009693	0.104536	0.016696	0.362454	-0.445064	-0.201582	0.002583	192.088928	1.006399	-1.101187	0.212817	0.362454	2.132134	-1.119303	0.212723	0.541775	-0.018109	-1.100699	-1.118808	0.128552	2.897686	6.362839	83.393364	8.733022	-5.505495	0.000000	1133.056519	0.000221	1239.765137	0.857757
2020 HEATING NEW PTFE LINE_0088.LAB	11/19/2020	14:20:34.589	-0.071787	0.028391	-0.077857	0.015760	2.136242	0.458374	459.195360	-0.019003	0.488816	0.097632	0.551560	0.131888	0.025584	0.018516	0.206511	-0.003391	0.191415	-0.776371	-0.105189	0.007096	192.114365	1.006720	0.028391	0.131888	0.191415	2.136242	-0.043397	0.131863	0.551455	-0.071774	0.028385	-0.043388	0.123690	2.901663	6.363366	84.032700	8.733022	-5.505495	0.000000	1133.056152	0.000363	1074.433350	0.857378
2020 HEATING NEW PTFE LINE_0089.LAB	11/19/2020	14:20:38.639	0.035566	0.720982	-0.030887	0.017004	2.149357	1.007465	462.119148	0.015335	0.762547	0.023086	0.546825	0.084404	0.025874	-0.015398	0.121687	-0.021893	0.315772	-0.205247	-0.416377	0.002106	192.114365	1.006720	0.720982	0.084404	0.315772	2.149357	0.756548	0.084417	0.546909	0.035571	0.721092	0.756664	0.107729	2.906369	6.364034	83.513237	8.771104	-5.494505	0.000000	1133.057861	0.000126	1008.394958	0.858735
2020 HEATING NEW PTFE LINE_0090.LAB	11/19/2020	14:20:42.397	-0.363373	0.689127	-0.088555	0.020806	2.045793	0.497782	458.581695	-0.027617	0.618587	0.081638	0.547457	0.175488	0.020050	0.008865	0.152421	0.005018	0.353482	-0.049877	-0.097377	0.006146	192.097412	1.007255	0.689127	0.175488	0.353482	2.045793	0.325754	0.175439	0.547306	-0.363272	0.688936	0.325664	0.160075	2.908664	6.364897	84.791908	8.771104	-5.494505	0.000000	1133.057617	0.000327	1275.004395	0.858878
