CH4,HEPTANE,CO2,CO,NO,ACETYLENE,CO2PPM,ETHYLENE,FORMICACID,N2O,BENZENE,HCN,TOLUENE,DIESEL,SO2,CO2%,NAPHTHALENE,HCL,PHENOL,STYRENE,COCL2,FORMALDEHYDE,METHYLMETACRYLATE,NAPHTHAL,NO2,ACRYLONITRILE,PROPANE,PROPYLENE,METHANOL,TRACES,NH3,METHANE,ETHANE,PHOSGENE,HNCO,AMMONIA
2.16541,0,478.06134299999997,12.351137,0.0,0.05796799999999999,0,0.0,0,0.338647,0.0,0,0,0,0,3.02783,0,0.0,0,0,0,0,0,0,0.0,0,5.739261,0,0,0,2.16541,0,10.248576,0,0,0
2.046973,0,460.623026,3.238074,0.0,0.0,0,0.0,0,0.34346,0.0,0,0,0,0,1.671659,0,0.0,0,0,0,0,0,0,0.0,0,2.365095,0,0,0,2.046973,0,5.208685,0,0,0
2.262566,0,456.284933,1.3229870000000001,0.0,0.0,0,0.03161,0,0.392313,0.0,0,0,0,0,0.8347399999999999,0,0.174155,0,0,0,0,0,0,0.0,0,0.796974,0,0,0,2.262566,0,2.8604540000000003,0,0,0
2.401564,0,458.454065,1.181099,0.0,0.0,0,0.00495,0,0.352988,0.0,0,0,0,0,0.654634,0,0.133956,0,0,0,0,0,0,0.0,0,0.27942,0,0,0,2.401564,0,1.990174,0,0,0
2.0818220000000003,0,456.419703,0.8533350000000001,0.0,0.0,0,0.072115,0,0.231723,0.0,0,0,0,0,0.593398,0,0.20397200000000001,0,0,0,0,0,0,0.0,0,0.46032799999999996,0,0,0,2.0818220000000003,0,2.0318419999999997,0,0,0
2.417654,0,458.84440599999994,0.910013,0.0,0.056601,0,0.035483,0,0.293506,0.5662010000000001,0,0,0,0,0.559751,0,0.091626,0,0,0,0,0,0,0.5662010000000001,0,0.337674,0,0,0,2.417654,0,1.5616700000000001,0,0,0
2.1569220000000002,0,459.80208799999997,0.935162,0.0,0.292394,0,0.0,0,0.353195,0.683449,0,0,0,0,0.5586899999999999,0,0.0,0,0,0,0,0,0,0.683449,0,0.119122,0,0,0,2.1569220000000002,0,1.148584,0,0,0
2.093919,0,460.61076900000006,0.43985,0.0,0.18105,0,0.0,0,0.399484,0.0,0,0,0,0,0.558793,0,0.010353,0,0,0,0,0,0,0.0,0,0.065812,0,0,0,2.093919,0,1.361766,0,0,0
2.1557470000000003,0,457.871155,0.794936,0.0,0.347014,0,0.0,0,0.478728,0.0,0,0,0,0,0.545559,0,0.236029,0,0,0,0,0,0,0.0,0,0.034168000000000004,0,0,0,2.1557470000000003,0,1.110502,0,0,0
2.166819,0,458.424609,0.516097,0.0,0.0,0,0.035328,0,0.328681,0.0,0,0,0,0,0.5419970000000001,0,0.124677,0,0,0,0,0,0,0.0,0,0.21045,0,0,0,2.166819,0,1.179633,0,0,0
2.2044770000000002,0,457.54299100000003,0.482392,0.0,0.23520100000000002,0,0.0,0,0.329698,0.0,0,0,0,0,0.540917,0,0.020225,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.2044770000000002,0,1.0620049999999999,0,0,0
2.059509,0,455.695528,0.449679,0.0,0.223187,0,0.0,0,0.337365,0.0,0,0,0,0,0.5528609999999999,0,0.0,0,0,0,0,0,0,0.0,0,0.25050500000000003,0,0,0,2.059509,0,0.831569,0,0,0
2.068015,0,455.85027,0.344627,0.0,0.0,0,0.062138,0,0.399332,0.0,0,0,0,0,0.541136,0,0.10536,0,0,0,0,0,0,0.0,0,0.131407,0,0,0,2.068015,0,0.736356,0,0,0
2.147586,0,456.394624,0.536697,0.0,0.0,0,0.095487,0,0.314075,0.0,0,0,0,0,0.5403140000000001,0,0.122823,0,0,0,0,0,0,0.0,0,0.146341,0,0,0,2.147586,0,0.9961469999999999,0,0,0
2.164367,0,453.780822,0.812846,0.0,0.201078,0,0.045348,0,0.308512,0.31555,0,0,0,0,0.546384,0,0.13113,0,0,0,0,0,0,0.31555,0,0.0,0,0,0,2.164367,0,1.101145,0,0,0
2.143991,0,454.313999,0.502045,0.0,0.085212,0,0.002905,0,0.389403,0.8940100000000001,0,0,0,0,0.540017,0,0.151107,0,0,0,0,0,0,0.8940100000000001,0,0.172199,0,0,0,2.143991,0,0.7978270000000001,0,0,0
2.079478,0,453.557217,0.331095,0.0,0.322899,0,0.028304000000000003,0,0.38372,0.0,0,0,0,0,0.540624,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.079478,0,0.625617,0,0,0
2.3633610000000003,0,453.847585,0.196194,0.0,0.006755,0,0.13359400000000002,0,0.43208100000000005,0.0,0,0,0,0,0.533844,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.3633610000000003,0,1.106771,0,0,0
2.10967,0,458.32106100000004,0.189275,0.0,0.301479,0,0.0,0,0.297626,0.0,0,0,0,0,0.531618,0,0.114229,0,0,0,0,0,0,0.0,0,0.34836999999999996,0,0,0,2.10967,0,0.872859,0,0,0
2.0948330000000004,0,458.22237,0.681075,0.035098000000000004,0.165071,0,0.011966,0,0.397652,0.0,0,0,0,0,0.538211,0,0.14185899999999999,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0948330000000004,0,0.565348,0,0,0
2.2488200000000003,0,456.677575,0.41369300000000003,0.0,0.081535,0,0.0,0,0.455509,0.0,0,0,0,0,0.545338,0,0.24135,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.2488200000000003,0,0.869067,0,0,0
2.190904,0,456.06950300000005,0.0,0.0,0.0,0,0.065731,0,0.330404,0.0,0,0,0,0,0.544431,0,0.16989200000000002,0,0,0,0,0,0,0.0,0,0.165103,0,0,0,2.190904,0,0.778257,0,0,0
2.151622,0,456.290733,0.518238,0.0,0.040929,0,0.0,0,0.325388,0.0,0,0,0,0,0.5416880000000001,0,0.037286,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.151622,0,1.045377,0,0,0
2.2312369999999997,0,454.68853600000006,0.36780100000000004,0.0,0.484382,0,0.10191599999999999,0,0.25804699999999997,0.0,0,0,0,0,0.5404680000000001,0,0.10426700000000001,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.2312369999999997,0,0.49223199999999995,0,0,0
2.162593,0,456.853371,0.488762,0.0,0.045521,0,0.071539,0,0.18538,0.0,0,0,0,0,0.530226,0,0.100888,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.162593,0,0.279979,0,0,0
2.097529,0,455.230361,0.202025,0.0,0.352902,0,0.0,0,0.253821,0.115168,0,0,0,0,0.5553600000000001,0,0.07196,0,0,0,0,0,0,0.115168,0,0.004543,0,0,0,2.097529,0,0.36635,0,0,0
2.191875,0,454.066738,0.075295,0.0,0.35854,0,0.0,0,0.354565,0.0,0,0,0,0,0.5402710000000001,0,0.28254,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.191875,0,0.9087219999999999,0,0,0
2.277678,0,456.309704,0.352513,0.0,0.324863,0,0.087395,0,0.377925,0.255119,0,0,0,0,0.539585,0,0.116224,0,0,0,0,0,0,0.255119,0,0.0,0,0,0,2.277678,0,0.5364949999999999,0,0,0
2.275602,0,455.36343899999997,0.531138,0.0,0.015812,0,0.11648900000000001,0,0.248996,0.0,0,0,0,0,0.541617,0,0.002039,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.275602,0,0.654258,0,0,0
2.30662,0,456.575574,0.499497,0.0,0.0,0,0.0,0,0.305087,0.0,0,0,0,0,0.551279,0,0.124206,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.30662,0,0.827908,0,0,0
2.13028,0,458.29635599999995,0.8208559999999999,0.0,0.002288,0,0.0,0,0.280605,0.360869,0,0,0,0,0.5380020000000001,0,0.110391,0,0,0,0,0,0,0.360869,0,0.0,0,0,0,2.13028,0,0.904223,0,0,0
2.201228,0,459.47635499999996,0.470347,0.0,0.415875,0,0.00556,0,0.26550300000000004,0.0,0,0,0,0,0.53698,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.201228,0,0.491675,0,0,0
2.256837,0,459.96583899999996,0.287448,0.0,0.018302000000000002,0,0.065235,0,0.285033,0.0,0,0,0,0,0.537623,0,0.023181,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.256837,0,0.732528,0,0,0
2.168475,0,458.23470199999997,0.24315900000000001,0.0,0.008912999999999999,0,0.0,0,0.37426,0.0,0,0,0,0,0.549279,0,0.009909999999999999,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.168475,0,1.011873,0,0,0
2.131272,0,460.37693099999996,0.8559459999999999,0.0,0.0,0,0.047013,0,0.37805900000000003,0.0,0,0,0,0,0.5442100000000001,0,0.12858499999999998,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.131272,0,0.986914,0,0,0
2.000954,0,458.527702,0.673804,0.0,0.47667600000000004,0,0.057651,0,0.33708499999999997,0.0,0,0,0,0,0.5364329999999999,0,0.005741,0,0,0,0,0,0,0.0,0,0.011529000000000001,0,0,0,2.000954,0,1.0262229999999999,0,0,0
2.0187049999999997,0,460.215028,0.380044,0.0,0.326221,0,0.0,0,0.375841,0.0,0,0,0,0,0.540297,0,0.0,0,0,0,0,0,0,0.0,0,0.263788,0,0,0,2.0187049999999997,0,0.7559739999999999,0,0,0
2.152362,0,459.87186900000006,0.243616,0.0,0.0,0,0.0,0,0.234823,0.364794,0,0,0,0,0.541783,0,0.19534200000000002,0,0,0,0,0,0,0.364794,0,0.0,0,0,0,2.152362,0,0.6355270000000001,0,0,0
2.360791,0,461.22234199999997,0.311566,0.0,0.0,0,0.032928,0,0.255281,1.304801,0,0,0,0,0.5364720000000001,0,0.157851,0,0,0,0,0,0,1.304801,0,0.0,0,0,0,2.360791,0,0.7875989999999999,0,0,0
2.194136,0,460.53642699999995,0.719733,0.0,0.0,0,0.023027000000000002,0,0.31408200000000003,0.0,0,0,0,0,0.542068,0,0.119317,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.194136,0,0.665339,0,0,0
2.256932,0,458.4189,0.599486,0.0,0.30246999999999996,0,0.07877200000000001,0,0.244873,0.0,0,0,0,0,0.5471060000000001,0,0.157304,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.256932,0,0.586919,0,0,0
2.25569,0,458.077097,0.482825,0.0,0.24439899999999998,0,0.033748,0,0.20131,0.0,0,0,0,0,0.5336,0,0.128125,0,0,0,0,0,0,0.0,0,0.135389,0,0,0,2.25569,0,0.6599649999999999,0,0,0
2.118527,0,462.55918499999996,0.58041,0.0,0.158208,0,0.005058,0,0.296142,0.0,0,0,0,0,0.541964,0,0.155987,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.118527,0,0.875858,0,0,0
2.049504,0,462.820638,0.8147340000000001,0.0,0.137792,0,0.061808,0,0.383266,1.140989,0,0,0,0,0.543859,0,0.0,0,0,0,0,0,0,1.140989,0,0.0,0,0,0,2.049504,0,0.766107,0,0,0
2.107577,0,459.15055099999995,0.670249,0.0,0.060076,0,0.014669999999999999,0,0.216982,0.0,0,0,0,0,0.541856,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.107577,0,0.540559,0,0,0
2.282867,0,458.30655599999994,0.668573,0.0,0.044069,0,0.0,0,0.231307,0.0,0,0,0,0,0.546045,0,0.13276,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.282867,0,1.169266,0,0,0
2.1867240000000003,0,456.16534299999995,0.346563,0.0,0.0,0,0.0,0,0.207075,0.568207,0,0,0,0,0.536112,0,0.17666500000000002,0,0,0,0,0,0,0.568207,0,0.0,0,0,0,2.1867240000000003,0,0.453296,0,0,0
2.129372,0,455.58234100000004,0.821629,0.0,0.01998,0,0.0,0,0.363453,0.0,0,0,0,0,0.531543,0,0.09664199999999999,0,0,0,0,0,0,0.0,0,0.035160000000000004,0,0,0,2.129372,0,0.804103,0,0,0
2.088054,0,455.45072300000004,0.447588,0.0,0.350042,0,0.092571,0,0.463938,0.0,0,0,0,0,0.535528,0,0.039538,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.088054,0,0.352177,0,0,0
2.39627,0,454.86033399999997,0.44840100000000005,0.0,0.0,0,0.0,0,0.25209000000000004,0.0,0,0,0,0,0.538518,0,0.12120999999999998,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.39627,0,0.769792,0,0,0
