Spectrum,Date,Time,Acetylene (1000) 191C,Benzene  191c,C4F6 150C,CF4 Low 150C,CH4 (250) 191C (1of2),CO (500) 191C (1of2),CO2 ppm 191c,Desflurane 150c,Ethane (500) 191C,"Ethylene (100,3000) 191C",H2O% (40) 191C,HCl ppm (100) 191C,HEXAFLUOROETHANE 150C,HEXAFLUOROPROPYLENE 150C,HF ppm (10) 191C,Isoflurane 150c,"N2O (100,200,300) 191C","NO (350,3000) 191C",Propane (100) 191C,TRIFLUOROMETHANE 150C,Temp (C),Pressure (Atm),NO2 wet,CO wet,CH4 wet,NH3 wet,NOx wet,CO dry,CO2% dry,NO dry,NO2 dry,NOx dry,HC (C3),Igram DC,Igram PP,phase Angle,laser PP,laser DC,Bad Scan counter,Centerburst Location,Linearizer Check,SNR 2500,sBeam @ 2500,Unnamed: 46
2020 HEATING NEW PTFE LINE_0153.LAB,11/19/2020,14:24:49.658,0.270965,0.761429,-0.00927,0.018022999999999997,2.264987,0.64013,456.739296,-0.036973,0.425421,0.019212,0.546605,0.168237,0.038816,-0.0010609999999999999,0.243353,0.014405000000000001,0.343341,-0.230042,-0.05682,0.0062840000000000005,192.012619,1.00672,0.761429,0.168274,0.343341,2.264987,1.032394,0.168212,0.546403,0.270865,0.761147,1.0320120000000002,0.20088599999999998,2.912673,6.361716,84.911781,8.667242,-5.461538,0.0,1133.098999,0.00028700000000000004,1074.156616,0.8602190000000001,
2020 HEATING NEW PTFE LINE_0154.LAB,11/19/2020,14:24:54.005,0.031715,-1.922841,-0.022008,0.015481,2.21711,0.5402819999999999,455.169103,-0.0303,0.616174,-0.095917,0.552233,0.17386,0.052274,-0.0028239999999999997,0.167524,0.020875,0.21110399999999999,-0.16187200000000002,-0.301598,0.008076,192.012619,1.0068,-1.922841,32.275415,0.21110399999999999,2.21711,-1.8911259999999999,32.265638,0.552066,0.031706,-1.922259,-1.890553,0.1025,2.910911,6.361193,84.192528,8.760717,-5.4527470000000005,0.0,1133.100708,0.000251,961.232422,0.860384,
2020 HEATING NEW PTFE LINE_0155.LAB,11/19/2020,14:24:57.779,-0.14954,-1.078708,0.031971,0.019299,2.159095,0.968613,457.782809,-0.025509999999999998,0.8131619999999999,-0.004423,0.540212,0.077953,0.042993,-0.016546,0.203415,0.00773,0.327218,-0.136242,-0.131037,0.0040409999999999995,192.038055,1.006238,-1.078708,0.080576,0.327218,2.159095,-1.2282469999999999,0.08055599999999999,0.5400739999999999,-0.149501,-1.078433,-1.227934,0.153937,2.909461,6.360965,84.152573,8.674167,-5.4527470000000005,0.0,1133.100708,0.00014099999999999998,1049.868286,0.860931,
2020 HEATING NEW PTFE LINE_0156.LAB,11/19/2020,14:25:01.426,-0.038494,0.21603899999999998,-0.024283000000000002,0.017749,2.1806200000000002,0.5081289999999999,455.835216,-0.024156,0.353528,0.121432,0.539877,0.119218,0.0395,0.00124,0.186001,0.008218000000000001,0.43456000000000006,-0.09677999999999999,-0.053864999999999996,0.005254,191.927826,1.006613,0.21603899999999998,0.11929100000000001,0.43456000000000006,2.1806200000000002,0.177545,0.11926199999999999,0.539747,-0.038485000000000005,0.21598699999999998,0.177502,0.209182,2.910324,6.361351,83.952782,8.674167,-5.4527470000000005,0.0,1133.102295,0.00016299999999999998,1111.577393,0.8605299999999999,
2020 HEATING NEW PTFE LINE_0157.LAB,11/19/2020,14:25:05.504,0.316409,-0.362811,-0.031548,0.018119,2.075612,0.748159,454.9673480000001,-0.025263,0.477768,0.10794100000000001,0.553573,0.192698,0.039807999999999996,-0.028458999999999998,0.133286,0.019168,0.400607,0.291308,-0.034513999999999996,0.002116,192.038055,1.00672,-0.362811,0.192799,0.400607,2.075612,-0.046402,0.19275,0.553433,0.31632899999999997,-0.36272,-0.046391,0.170657,2.90943,6.360622,84.71199,8.674167,-5.4549449999999995,0.0,1133.101807,0.00024900000000000004,1472.247681,0.8600959999999999,
2020 HEATING NEW PTFE LINE_0158.LAB,11/19/2020,14:25:09.610,0.267339,-0.978657,0.010131,0.014357,2.091928,0.7320949999999999,456.30534000000006,-0.02537,0.469037,-0.12343399999999999,0.550459,-0.053815999999999996,0.039976,0.008886,0.19205999999999998,0.0064730000000000005,0.430813,-0.276886,0.071991,0.016262000000000002,192.012619,1.006077,-0.978657,-0.053696,0.430813,2.091928,-0.711317,-0.053683,0.550319,0.26727199999999995,-0.9784079999999999,-0.711137,0.26190399999999997,2.9068680000000002,6.360157,83.473274,8.778027999999999,-5.4549449999999995,0.0,1133.102783,0.000489,895.131226,0.859909,
2020 HEATING NEW PTFE LINE_0159.LAB,11/19/2020,14:25:13.257,0.122003,-0.773763,-0.002363,0.01968,2.100425,0.467124,455.76758,-0.011426,0.270863,0.014586000000000002,0.546165,-0.009767,0.041849000000000004,0.004471,0.129905,-0.006495999999999999,0.308825,-0.216204,-0.471132,0.014091,191.98718300000002,1.006399,-0.773763,-0.008954,0.308825,2.100425,-0.65176,-0.008953000000000001,0.546103,0.12198900000000001,-0.773675,-0.6516850000000001,0.13039,2.903257,6.359251,84.71199,8.778027999999999,-5.468132,0.0,1133.103149,0.00044699999999999997,932.876526,0.859189,
2020 HEATING NEW PTFE LINE_0160.LAB,11/19/2020,14:25:17.086,-0.136198,-0.591966,-0.057744000000000004,0.01643,2.240559,0.281457,455.57698600000003,-0.022203,0.31745999999999996,0.096287,0.548689,0.170817,0.035713999999999996,-0.0157,0.177624,0.001015,0.42662,-0.107977,-0.13250499999999998,0.0025329999999999997,192.063492,1.00597,-0.591966,0.170819,0.42662,2.240559,-0.728164,0.170781,0.5485680000000001,-0.136168,-0.591835,-0.728002,0.17718499999999998,2.902259,6.358957,84.79190799999999,8.739945,-5.468132,0.0,1133.103149,6e-06,1047.737427,0.8597309999999999,
2020 HEATING NEW PTFE LINE_0161.LAB,11/19/2020,14:25:21.015,0.4828,-1.833798,-0.080916,0.018387999999999998,2.140857,0.47146899999999997,456.780509,-0.031487,0.497745,0.14288499999999998,0.538295,-0.038951,0.034236,-0.014962999999999999,0.242116,0.024153,0.23095100000000002,-0.114613,-0.18868,0.009867,192.088928,1.0061579999999999,-1.833798,-0.038951,0.23095100000000002,2.140857,-1.350999,-0.038939,0.538126,0.48264799999999997,-1.833221,-1.350574,0.138684,2.904503,6.359718,84.991699,8.739945,-5.468132,0.0,1133.104614,0.00043,1348.240845,0.8598690000000001,
2020 HEATING NEW PTFE LINE_0162.LAB,11/19/2020,14:25:24.934,0.072644,-1.380417,0.012411,0.014812,2.181985,0.475542,457.09495400000003,-0.016432,0.766353,-0.032187,0.547574,0.111956,0.048717,-0.014234,0.202741,0.0037990000000000003,0.39905300000000005,-0.145371,0.166982,0.007397,192.139801,1.006559,-1.380417,1.019586,0.39905300000000005,2.181985,-1.3077729999999999,1.019419,0.547484,0.072632,-1.38019,-1.307559,0.28860399999999997,2.907734,6.359813,83.752983,8.6984,-5.479121,0.0,1133.10437,0.000151,1081.516846,0.8604229999999999,
2020 HEATING NEW PTFE LINE_0163.LAB,11/19/2020,14:25:28.864,0.296084,-1.1244239999999999,-0.006099,0.018654,2.031685,0.49518999999999996,456.329195,-0.041292,0.935975,0.183843,0.54555,0.10065199999999999,0.03399,0.011398,0.10380199999999999,0.008276,0.406275,-0.300094,0.021468,0.0033369999999999997,192.114365,1.006238,-1.1244239999999999,0.10065199999999999,0.406275,2.031685,-0.82834,0.10061,0.545325,0.295962,-1.12396,-0.827998,0.19538,2.909332,6.36019,83.71302800000001,8.6984,-5.476923,0.0,1133.1051029999999,0.000241,1072.449585,0.8600629999999999,
2020 HEATING NEW PTFE LINE_0164.LAB,11/19/2020,14:25:32.827,0.033056999999999996,-1.4592889999999998,-0.072607,0.013277,2.15959,0.696829,456.501564,-0.005611,0.358795,-0.039893,0.552736,0.09913,0.045255000000000004,0.020071000000000002,0.226865,-0.002877,0.280796,-0.193219,-0.100895,0.023395,192.012619,1.006238,-1.4592889999999998,0.125623,0.280796,2.15959,-1.426233,0.125616,0.552705,0.033055,-1.459208,-1.426153,0.17389100000000002,2.9077919999999997,6.35956,83.63311,8.6984,-5.476923,0.0,1133.106323,0.000162,1142.703491,0.8606389999999999,
2020 HEATING NEW PTFE LINE_0165.LAB,11/19/2020,14:25:36.890,0.075985,-1.206215,-0.006285,0.014072999999999999,2.204326,0.508538,455.646499,-0.056782000000000006,0.326414,0.113227,0.5439609999999999,0.128944,0.043572,0.030441000000000003,0.103396,0.01879,0.22443600000000002,-0.6017520000000001,-0.270703,0.002641,192.088928,1.006077,-1.206215,0.133687,0.22443600000000002,2.204326,-1.1302299999999998,0.13361099999999998,0.543652,0.075942,-1.20553,-1.129589,0.097242,2.905255,6.359157,84.871826,8.778027999999999,-5.476923,0.0,1133.106812,5e-05,1325.904663,0.860432,
2020 HEATING NEW PTFE LINE_0166.LAB,11/19/2020,14:25:40.969,-0.044430000000000004,0.7286130000000001,-0.045144,0.014348,2.167539,0.498327,456.34835999999996,-0.033039,0.352287,-0.007614,0.549578,0.174798,0.047049,-0.001341,0.215655,0.01816,0.311811,-0.21294699999999997,-0.091835,0.006798,192.16523700000002,1.006399,0.7286130000000001,0.340518,0.311811,2.167539,0.684183,0.340405,0.549397,-0.044414999999999996,0.728372,0.6839569999999999,0.17118,2.902354,6.358862,83.473274,8.712249,-5.474725,0.0,1133.106323,0.000667,1379.289429,0.8595950000000001,
2020 HEATING NEW PTFE LINE_0167.LAB,11/19/2020,14:25:44.631,0.053957000000000005,-0.489187,-0.048478,0.017887,2.1652880000000003,0.19304000000000002,457.158453,-0.022897,0.542077,0.046584,0.55385,0.03213,0.040108,-0.042664999999999995,0.15270799999999998,-0.010799,0.358124,-0.464581,-0.012568000000000001,0.004439,192.114365,1.0068,-0.489187,0.032267000000000004,0.358124,2.1652880000000003,-0.43523,0.032258999999999996,0.553723,0.05394500000000001,-0.489075,-0.43513,0.15448399999999998,2.902939,6.358746,83.752983,8.712249,-5.474725,0.0,1133.106567,0.00025,1096.345215,0.859489,
2020 HEATING NEW PTFE LINE_0168.LAB,11/19/2020,14:25:48.520,-0.029061,0.527339,-0.039497000000000004,0.0143,2.02637,0.980994,458.393137,-0.000925,0.6427350000000001,0.025539,0.538427,0.060728,0.05486799999999999,-0.002208,0.152246,-0.005887,0.328232,-0.34744400000000003,-0.295333,0.010879,192.114365,1.0061579999999999,0.527339,256.3365,0.328232,2.02637,0.498278,256.33412799999996,0.5384220000000001,-0.029060000000000002,0.527334,0.49827299999999997,0.13203199999999998,2.906932,6.359791,83.63311,8.712249,-5.485714,0.0,1133.107666,3.9e-05,1123.493164,0.859715,
2020 HEATING NEW PTFE LINE_0169.LAB,11/19/2020,14:25:52.444,0.421386,-0.436471,0.019417,0.018011000000000003,2.1205529999999997,0.9208459999999999,457.11387,-0.037587999999999996,0.647967,0.134595,0.549762,0.16641,0.028588,-0.0036659999999999996,0.233098,0.003256,0.320332,-0.360703,-0.475322,0.014421000000000002,192.088928,1.006399,-0.436471,0.16641,0.320332,2.1205529999999997,-0.015085,0.166348,0.549556,0.421228,-0.43630699999999994,-0.015080000000000001,0.175782,2.910677,6.360456,83.59315500000001,8.774566,-5.485714,0.0,1133.108276,0.00038199999999999996,957.5433960000001,0.860145,
2020 HEATING NEW PTFE LINE_0170.LAB,11/19/2020,14:25:56.493,-0.172466,-0.14616700000000002,0.002261,0.019633,2.151107,0.33032100000000003,453.632754,-0.037702,0.814553,0.038921,0.554056,0.07527400000000001,0.045799,-0.024128,0.23950900000000003,0.004799,0.305153,-0.167737,-0.227282,0.00639,192.063492,1.0061579999999999,-0.14616700000000002,0.1215,0.305153,2.151107,-0.318632,0.121455,0.553848,-0.172401,-0.146111,-0.31851199999999996,0.151221,2.911728,6.360373,84.991699,8.774566,-5.501099,0.0,1133.108643,0.000281,1026.9628910000001,0.859931,
2020 HEATING NEW PTFE LINE_0171.LAB,11/19/2020,14:26:00.252,0.33802,-2.537316,-0.111223,0.016040000000000002,2.24817,0.25450900000000004,457.340101,-0.032260000000000004,0.928364,-0.13666099999999998,0.5502,0.244482,0.027632999999999998,0.031633,0.12459,0.0066170000000000005,0.435834,-0.317459,-0.46201899999999996,0.000978,192.029572,1.006291,-2.537316,0.244482,0.435834,2.24817,-2.199296,0.244403,0.5500229999999999,0.337911,-2.536498,-2.198587,0.187222,2.9096040000000003,6.360208999999999,84.95174399999999,8.757256,-5.501099,0.0,1133.109375,6.9e-05,871.29541,0.8603149999999999,
2020 HEATING NEW PTFE LINE_0172.LAB,11/19/2020,14:26:04.516,0.125275,-1.2911139999999999,0.033233,0.015178,2.228845,0.8494120000000001,457.65998899999994,-0.030524000000000003,0.63061,-0.058558000000000006,0.554033,0.21838600000000002,0.039182999999999996,-0.013113999999999999,0.178533,-0.0011480000000000001,0.273453,-0.270753,-0.029673,0.013855000000000001,192.063492,1.006238,-1.2911139999999999,0.218439,0.273453,2.228845,-1.1658389999999998,0.218373,0.553864,0.125236,-1.29072,-1.165484,0.14745,2.906525,6.359301,83.63311,8.757256,-5.503297,0.0,1133.109741,0.000288,805.35791,0.859878,
2020 HEATING NEW PTFE LINE_0173.LAB,11/19/2020,14:26:08.178,0.016277,-0.091383,0.002245,0.017708,1.983595,0.7172390000000001,454.44045300000005,-0.019556999999999998,0.40721199999999996,0.009007,0.54855,0.035856,0.030516,-0.024853,0.153969,0.0059689999999999995,0.27650399999999997,-0.224419,-0.436438,0.006481000000000001,191.98718300000002,1.006559,-0.091383,0.035856,0.27650399999999997,1.983595,-0.07510599999999999,0.035849,0.548443,0.016274,-0.091365,-0.07509099999999999,0.112729,2.9028240000000003,6.358389,83.752983,8.788414,-5.503297,0.0,1133.110352,0.000267,797.07196,0.860187,
2020 HEATING NEW PTFE LINE_0174.LAB,11/19/2020,14:26:12.065,-0.33093,-1.463778,-0.022601,0.018065,2.0804650000000002,0.738089,455.69571900000005,-0.01622,0.702277,-0.001034,0.545721,0.047131,0.046060000000000004,0.019503,0.205934,-0.008164,0.413599,-0.36582,-0.138695,0.013941,192.063492,1.0068,-1.463778,0.107491,0.413599,2.0804650000000002,-1.7947080000000002,0.107473,0.545632,-0.330876,-1.463541,-1.794417,0.202076,2.9012569999999998,6.357889,83.71302800000001,8.788414,-5.503297,0.0,1133.110474,0.000188,1105.867432,0.859332,
2020 HEATING NEW PTFE LINE_0175.LAB,11/19/2020,14:26:15.948,-0.11220999999999999,-2.098906,-0.009002,0.015359999999999999,2.407132,0.680612,456.02596100000005,-0.019075,0.370014,-0.0076370000000000006,0.550131,0.136794,0.036015,0.019418,0.135643,-0.015535,0.269183,-0.086497,-0.241407,0.004464,192.029572,1.006399,-2.098906,0.136796,0.269183,2.407132,-2.211115,0.136769,0.550026,-0.11218800000000001,-2.098505,-2.210693,0.108886,2.903107,6.358499,83.59315500000001,8.788414,-5.501099,0.0,1133.111084,0.000397,1222.6483150000001,0.8588959999999999,
2020 HEATING NEW PTFE LINE_0176.LAB,11/19/2020,14:26:20.197,-0.003486,0.362315,-0.018930000000000002,0.018633,2.226485,0.563521,459.577704,-0.021766,0.435237,0.028595,0.546416,0.165305,0.038377,-0.045696,0.24816,0.011302,0.24734899999999999,-0.025407,-0.21380900000000003,0.007109000000000001,192.022797,1.006206,0.362315,0.165328,0.24734899999999999,2.226485,0.35883000000000004,0.165292,0.546297,-0.0034850000000000003,0.362236,0.35875100000000004,0.128225,2.907339,6.359476,84.79190799999999,8.778027999999999,-5.501099,0.0,1133.111694,0.000271,950.064453,0.860325,
2020 HEATING NEW PTFE LINE_0177.LAB,11/19/2020,14:26:23.844,0.057685,-0.821664,0.025685000000000003,0.016953,2.1276080000000004,0.28991500000000003,455.467338,-0.037515,0.543776,0.032364,0.5487380000000001,0.156585,0.033618,-0.003952000000000001,0.242189,0.026434,0.276904,-0.378504,-0.19542,0.0032670000000000004,192.029572,1.006291,-0.821664,0.156585,0.276904,2.1276080000000004,-0.763979,0.156527,0.548532,0.057663,-0.821356,-0.7636930000000001,0.158255,2.911033,6.3601589999999995,84.871826,8.778027999999999,-5.507692,0.0,1133.110718,2.5e-05,993.7468869999999,0.859541,
2020 HEATING NEW PTFE LINE_0178.LAB,11/19/2020,14:26:28.050,0.47415799999999997,0.8306889999999999,0.05886,0.019528999999999998,2.2702,0.331301,456.21486200000004,-0.028055,0.48431899999999994,0.08867699999999999,0.546899,0.125063,0.043623,0.006684000000000001,0.14822000000000002,0.010726000000000001,0.2225,-0.144317,0.17058299999999998,0.002314,192.038055,1.005997,0.8306889999999999,0.13005999999999998,0.2225,2.2702,1.3048469999999999,0.130024,0.546745,0.474025,0.830456,1.304481,0.21414,2.912867,6.360659,84.0327,8.795339,-5.507692,0.0,1133.111084,0.0005059999999999999,954.4818730000001,0.8602629999999999,
2020 HEATING NEW PTFE LINE_0179.LAB,11/19/2020,14:26:31.689,0.24696500000000002,0.23511700000000002,-0.072275,0.0167,2.312391,0.845052,458.28612699999996,-0.017797,0.544369,0.10361,0.546988,0.14080499999999999,0.038081,0.0056159999999999995,0.115625,0.01756,0.291367,-0.311303,-0.157057,0.009386,192.063492,1.006077,0.23511700000000002,0.140822,0.291367,2.312391,0.48208199999999995,0.140797,0.546891,0.246921,0.235075,0.481997,0.119728,2.9135299999999997,6.360492,84.192528,8.795339,-5.518682,0.0,1133.112427,0.000332,1010.3798220000001,0.8606469999999999,
2020 HEATING NEW PTFE LINE_0180.LAB,11/19/2020,14:26:35.943,0.42700699999999997,-1.597256,0.006654,0.015869,2.285479,0.5769489999999999,459.058433,-0.011163,0.431108,-0.027956,0.5467350000000001,0.055453999999999996,0.044857999999999995,-0.007351000000000001,0.233837,-0.00733,0.434541,-0.328419,-0.348378,0.011863,192.063492,1.006559,-1.597256,0.073114,0.434541,2.285479,-1.170248,0.07310599999999999,0.546674,0.42696000000000006,-1.597078,-1.170118,0.204177,2.912191,6.360415,83.59315500000001,8.757256,-5.518682,0.0,1133.112427,0.000437,1033.6660160000001,0.859611,
2020 HEATING NEW PTFE LINE_0181.LAB,11/19/2020,14:26:39.832,0.23418699999999998,0.6141220000000001,-0.046301,0.019617,2.361382,0.371944,455.42604000000006,-0.023167,0.578596,0.057823,0.5419390000000001,0.068702,0.025931,-0.023656,0.19861199999999998,0.01617,0.256971,-0.170559,-0.122805,-0.000576,192.029572,1.00597,0.6141220000000001,0.068702,0.256971,2.361382,0.848309,0.068686,0.541813,0.23413299999999998,0.6139789999999999,0.8481129999999999,0.12521600000000002,2.910666,6.360169,83.63311,8.757256,-5.520879,0.0,1133.113525,0.000342,1606.490112,0.8596799999999999,
2020 HEATING NEW PTFE LINE_0182.LAB,11/19/2020,14:26:43.494,0.080234,-0.406356,0.003065,0.019124000000000002,2.078767,0.7455649999999999,455.883605,-0.015155000000000002,0.796045,-0.012957,0.553377,-0.001523,0.025668,-0.021358000000000002,0.089219,-0.0018059999999999999,0.296282,-0.21258600000000002,-0.47014799999999995,0.010388,192.114365,1.006077,-0.406356,-0.001523,0.296282,2.078767,-0.32612199999999997,-0.0015220000000000001,0.553293,0.080222,-0.406294,-0.326073,0.099935,2.911045,6.360199,84.11261,8.746869,-5.520879,0.0,1133.1147460000002,0.000328,882.037292,0.860768,
2020 HEATING NEW PTFE LINE_0183.LAB,11/19/2020,14:26:47.342,0.019736,0.63555,0.010358,0.018013,2.271043,0.7827350000000001,456.337261,-0.005847,0.819735,-0.067801,0.553747,0.101079,0.027208,-0.013897,0.189532,-0.00663,0.285061,-0.070332,-0.10469400000000001,0.009817,192.038055,1.0061579999999999,0.63555,0.101079,0.285061,2.271043,0.6552859999999999,0.101073,0.553714,0.019735,0.635513,0.655247,0.135605,2.9134919999999997,6.3608769999999994,84.192528,8.746869,-5.514286,0.0,1133.114868,0.00022799999999999999,1426.201416,0.8614719999999999,
2020 HEATING NEW PTFE LINE_0184.LAB,11/19/2020,14:26:51.305,0.107603,-1.308534,0.013161,0.018795,2.280957,0.723711,455.29323099999993,-0.016133,0.414335,0.12829100000000002,0.554241,0.16905,0.024434,-0.009565,0.16428099999999998,0.00511,0.153232,-0.248829,-0.06415499999999999,0.007423000000000001,192.088928,1.00672,-1.308534,0.16905,0.153232,2.280957,-1.200931,0.169022,0.5541520000000001,0.10758599999999999,-1.308323,-1.2007370000000002,0.089773,2.916019,6.361139,84.71199,8.746869,-5.514286,0.0,1133.1171869999998,0.0005610000000000001,1141.468384,0.860308,
2020 HEATING NEW PTFE LINE_0185.LAB,11/19/2020,14:26:55.560,-0.048123,-0.526502,-0.019726,0.0169,2.194285,0.690149,454.86816600000003,-0.013951,0.19956300000000002,-0.069369,0.5436,0.173848,0.033732,-0.005494,0.217783,-0.014948,0.312434,-0.498238,-0.217719,0.008112000000000001,192.012619,1.0064790000000001,-0.526502,0.173848,0.312434,2.194285,-0.574626,0.173824,0.543524,-0.048117,-0.526429,-0.574545,0.147503,2.915834,6.360526,83.59315500000001,8.812649,-5.507692,0.0,1133.116821,5.1e-05,1141.577515,0.860029,
2020 HEATING NEW PTFE LINE_0186.LAB,11/19/2020,14:26:59.207,-0.377216,0.430947,-0.001986,0.01886,2.0057009999999997,0.8166220000000001,456.586566,-0.033206,0.643941,-0.063888,0.537062,0.088995,0.026510000000000002,-0.022328999999999998,0.200775,0.018066,0.234746,-0.585617,0.034255,0.004175,192.063492,1.006238,0.430947,0.088995,0.234746,2.0057009999999997,0.05372999999999999,0.088965,0.536884,-0.377091,0.430803,0.053712,0.16223800000000002,2.913152,6.360474,84.47223699999999,8.812649,-5.507692,0.0,1133.116821,0.000388,976.039124,0.860525,
2020 HEATING NEW PTFE LINE_0187.LAB,11/19/2020,14:27:03.038,0.173295,-0.376316,-0.061723,0.01729,2.246491,0.69803,455.775243,-0.024367,0.508672,0.024519,0.551359,0.093803,0.043733,0.010015999999999999,0.18065799999999999,0.009608,0.299273,-0.41896700000000003,-0.381693,0.006085,192.063492,1.006291,-0.376316,0.099393,0.299273,2.246491,-0.203021,0.099369,0.5512239999999999,0.173252,-0.376224,-0.202972,0.14518499999999998,2.909744,6.359389,84.75194499999999,8.739945,-5.507692,0.0,1133.117676,0.000153,1274.8359369999998,0.860872,
2020 HEATING NEW PTFE LINE_0188.LAB,11/19/2020,14:27:07.029,0.177241,0.495492,-0.051151999999999996,0.015503,2.047326,0.920198,455.36047699999995,-0.011429,0.642467,0.031467,0.548714,-0.016926,0.033346,-0.041895999999999996,0.175648,-0.002107,0.327872,-0.6984640000000001,-0.136737,0.014971,192.038055,1.005997,0.495492,-0.016926,0.327872,2.047326,0.672732,-0.016924,0.548651,0.17722000000000002,0.495435,0.672656,0.133206,2.906319,6.358832,84.911781,8.739945,-5.505495,0.0,1133.117432,0.000147,905.0930789999999,0.860391,
2020 HEATING NEW PTFE LINE_0189.LAB,11/19/2020,14:27:10.917,0.211961,-0.30222,-0.027776,0.017,1.9646139999999999,0.602953,454.24944800000003,-0.017131,0.396497,0.18146400000000001,0.542035,0.037688,0.037284,0.010172,0.268303,0.007465,0.405001,-0.247344,-0.037223,0.015431,192.063492,1.006318,-0.30222,0.037696,0.405001,1.9646139999999999,-0.090259,0.037689,0.541942,0.211925,-0.302168,-0.09024299999999999,0.246729,2.902838,6.35807,84.0327,8.750332,-5.505495,0.0,1133.1186519999999,0.00010700000000000001,808.5282589999999,0.858665,
2020 HEATING NEW PTFE LINE_0190.LAB,11/19/2020,14:27:15.153,-0.112171,-1.228474,-0.10190700000000001,0.017935,2.2675110000000003,0.8623360000000001,453.829233,-0.00899,0.702701,0.03132,0.5423,-0.000816,0.037529,-0.018900999999999998,0.164996,0.011132,0.296929,-0.345686,-0.308726,0.003863,192.038055,1.006238,-1.228474,-0.0008060000000000001,0.296929,2.2675110000000003,-1.340645,-0.0008060000000000001,0.542251,-0.112161,-1.2283629999999999,-1.340525,0.120902,2.902304,6.357966,83.473274,8.750332,-5.507692,0.0,1133.119019,0.000202,1056.637207,0.858849,
2020 HEATING NEW PTFE LINE_0191.LAB,11/19/2020,14:27:18.789,0.246944,-0.125412,0.004408,0.017119,2.137338,0.70767,458.25652199999996,-0.036406,0.555948,0.031963,0.551041,0.219016,0.032487,0.021355000000000002,0.131274,0.007147,0.243835,-0.308868,-0.196417,0.00885,192.012619,1.0066389999999998,-0.125412,0.219016,0.243835,2.137338,0.12153199999999999,0.218937,0.55084,0.246854,-0.125366,0.12148800000000001,0.10923,2.906036,6.358823999999999,84.152573,8.6984,-5.507692,0.0,1133.119751,0.000364,955.4729609999999,0.859985,
2020 HEATING NEW PTFE LINE_0192.LAB,11/19/2020,14:27:22.658,-0.022269999999999998,-2.167782,0.060070000000000005,0.016934,2.271866,0.7770560000000001,454.15868600000005,-0.017713,0.686059,0.013772,0.559932,0.16605699999999998,0.02622,0.008083,0.174816,0.005503,0.13301500000000002,-0.330497,0.094503,0.013502000000000002,191.995651,1.0057559999999999,-2.167782,0.16605699999999998,0.13301500000000002,2.271866,-2.190053,0.166028,0.559832,-0.022266,-2.167398,-2.189665,0.154354,2.909341,6.359165,84.831863,8.6984,-5.496703,0.0,1133.12085,9.8e-05,888.757324,0.85905,
2020 HEATING NEW PTFE LINE_0193.LAB,11/19/2020,14:27:26.582,0.177269,-1.17855,0.06262999999999999,0.020896,2.2839840000000002,1.007888,458.741774,-0.001294,0.403686,0.197318,0.549078,0.274429,0.030543,-0.004096,0.17740799999999998,-0.019493,0.349606,-0.192047,0.09262000000000001,0.008657999999999999,192.038055,1.006318,-1.17855,0.274429,0.349606,2.2839840000000002,-1.0012809999999999,0.274425,0.549071,0.177267,-1.178534,-1.001268,0.218371,2.909322,6.3589269999999996,84.911781,8.6984,-5.496703,0.0,1133.121582,8.499999999999999e-05,935.6145630000001,0.860345,
2020 HEATING NEW PTFE LINE_0194.LAB,11/19/2020,14:27:30.512,-0.051817999999999996,0.365327,-0.015837,0.01741,2.128155,0.395787,455.909449,-0.01987,0.7304609999999999,-0.064087,0.541354,0.159442,0.026937,0.031494,0.177209,-0.008908,0.244552,-0.089776,-0.276171,0.003805,192.012619,1.006559,0.365327,0.159442,0.244552,2.128155,0.31350900000000004,0.15941,0.541246,-0.05180800000000001,0.365254,0.313447,0.12406400000000001,2.9067279999999998,6.357956,83.55319200000001,8.701863000000001,-5.485714,0.0,1133.12207,0.000121,949.7488400000001,0.859158,
2020 HEATING NEW PTFE LINE_0195.LAB,11/19/2020,14:27:34.472,0.562371,-0.842327,0.008085,0.018163,2.289333,1.2572139999999998,456.594245,-0.022933000000000002,0.514487,0.058658,0.544305,0.11155999999999999,0.032159,0.021721,0.183674,-0.008147,0.301789,-0.37080599999999997,-0.16203599999999999,0.0052640000000000004,191.98718300000002,1.0064790000000001,-0.842327,0.11155999999999999,0.301789,2.289333,-0.279956,0.111535,0.54418,0.562242,-0.842134,-0.279891,0.146957,2.902882,6.357544,84.31240799999999,8.701863000000001,-5.485714,0.0,1133.122681,0.000149,1079.149414,0.8597440000000001,
2020 HEATING NEW PTFE LINE_0196.LAB,11/19/2020,14:27:38.521,-0.044257,-1.041376,0.0035340000000000002,0.018218,2.225325,0.6998800000000001,455.867488,-0.021606999999999998,0.5354720000000001,-0.073835,0.550508,0.048288,0.026583,-0.008572,0.12994,0.012051000000000001,0.326533,-0.136492,-0.05733200000000001,0.002081,192.012619,1.006559,-1.041376,0.048288,0.326533,2.225325,-1.085633,0.048277999999999995,0.550389,-0.044247,-1.041151,-1.0853979999999999,0.142535,2.902245,6.357382,84.23249100000001,8.719173,-5.485714,0.0,1133.123535,0.00026000000000000003,1015.0845949999999,0.857833,
